Georgia Department of Education
FTE Enrollment by Race/Ethnicity and Gender - Fiscal Year 2019-3 Data Report
"March 7, 2019 (FTE 2019-3)"
 
System ID, System Name, Gender,  Ethnic Hispanic,  Race AmericanIndian,  Race Asian,  Race Black,  Race Pacific Islander,  Race White,  Two or more Races 
"769","Chickamauga City","Male","*","*","*","*","*","625","*"
"769","Chickamauga City","Total","*","*","*","*","*","1260","*"
"771","Commerce City","Female","119","*","*","90","*","565","46"
"771","Commerce City","Male","113","*","*","94","*","597","48"
"771","Commerce City","Total","232","*","*","184","*","1162","94"
"772","Dalton Public Schools","Female","2687","*","88","189","*","784","102"
"772","Dalton Public Schools","Male","2815","*","104","192","*","780","85"
"772","Dalton Public Schools","Total","5502","*","192","381","*","1564","187"
"773","City Schools of Decatur","Female","152","*","119","563","*","1803","193"
"773","City Schools of Decatur","Male","118","*","109","574","*","1860","221"
"773","City Schools of Decatur","Total","270","*","228","1137","*","3663","414"
"774","Dublin City","Female","23","*","*","1082","*","28","29"
"774","Dublin City","Male","17","*","*","1077","*","44","26"
"774","Dublin City","Total","40","*","*","2159","*","72","55"
"776","Gainesville City","Female","2393","*","123","721","*","575","99"
"776","Gainesville City","Male","2562","*","148","723","*","641","109"
"776","Gainesville City","Total","4955","*","271","1444","*","1216","208"
"779","Jefferson City","Female","144","*","31","146","*","1453","81"
"779","Jefferson City","Male","138","*","40","166","*","1562","76"
"779","Jefferson City","Total","282","*","71","312","*","3015","157"
"781","Marietta City","Female","1620","16","89","1593","*","818","153"
"781","Marietta City","Male","1698","*","81","1588","*","910","135"
"781","Marietta City","Total","3318","*","170","3181","*","1728","288"
"7820108","State Charter Schools- Mountain Education Charter High School","Female","150","*","*","47","*","867","26"
"7820108","State Charter Schools- Mountain Education Charter High School","Male","166","*","*","41","*","935","22"
"7820108","State Charter Schools- Mountain Education Charter High School","Total","316","*","*","88","*","1802","48"
"7820110","State Charter Schools- Odyssey Charter School","Female","*","*","*","54","*","75","*"
"7820110","State Charter Schools- Odyssey Charter School","Male","20","*","*","62","*","98","*"
"7820110","State Charter Schools- Odyssey Charter School","Total","*","*","*","116","*","173","*"
"7820120","State Charter Schools- Georgia Cyber Academy","Female","407","*","103","1918","*","2174","319"
"7820120","State Charter Schools- Georgia Cyber Academy","Male","337","17","93","1773","*","2029","304"
"7820120","State Charter Schools- Georgia Cyber Academy","Total","744","*","196","3691","*","4203","623"
"7820121","State Charter Schools- Utopian Academy for the Arts Charter School","Female","*","*","*","115","*","*","*"
"7820121","State Charter Schools- Utopian Academy for the Arts Charter School","Male","*","*","*","109","*","*","*"
"7820121","State Charter Schools- Utopian Academy for the Arts Charter School","Total","*","*","*","224","*","*","*"
"7820212","State Charter Schools- Cherokee Charter Academy","Female","68","*","*","70","*","240","*"
"7820212","State Charter Schools- Cherokee Charter Academy","Male","56","*","*","65","*","247","*"
"7820212","State Charter Schools- Cherokee Charter Academy","Total","124","*","*","135","*","487","*"
"7820412","State Charter Schools- Georgia Connections Academy","Female","177","*","45","741","*","1117","150"
"7820412","State Charter Schools- Georgia Connections Academy","Male","98","*","32","622","*","821","80"
"7820412","State Charter Schools- Georgia Connections Academy","Total","275","*","77","1363","*","1938","230"
"7820612","State Charter Schools- Ivy Preparatory Academy, Inc","Female","25","*","*","456","*","*","*"
"7820612","State Charter Schools- Ivy Preparatory Academy, Inc","Male","*","*","*","*","*","*","*"
"7820612","State Charter Schools- Ivy Preparatory Academy, Inc","Total","*","*","*","*","*","*","*"
"7820613","State Charter Schools- Foothills Charter High School (Central Office - Athens)","Female","77","*","*","181","*","424","26"
"7820613","State Charter Schools- Foothills Charter High School (Central Office - Athens)","Male","103","*","*","389","*","506","30"
"7820613","State Charter Schools- Foothills Charter High School (Central Office - Athens)","Total","180","*","*","570","*","930","56"
"7820614","State Charter Schools- International Charter School of Atlanta","Female","63","*","28","116","*","136","40"
"7820614","State Charter Schools- International Charter School of Atlanta","Male","71","*","16","84","*","121","25"
"7820614","State Charter Schools- International Charter School of Atlanta","Total","134","*","44","200","*","257","65"
"7820615","State Charter Schools- Scintilla Charter Academy","Female","*","*","*","79","*","145","*"
"7820615","State Charter Schools- Scintilla Charter Academy","Male","*","*","*","93","*","135","*"
"7820615","State Charter Schools- Scintilla Charter Academy","Total","*","*","*","172","*","280","*"
"7820616","State Charter Schools- Georgia School for Innovation and the Classics","Female","27","*","*","47","*","266","17"
"7820616","State Charter Schools- Georgia School for Innovation and the Classics","Male","16","*","*","75","*","235","*"
"7820616","State Charter Schools- Georgia School for Innovation and the Classics","Total","43","*","*","122","*","501","*"
"7820617","State Charter Schools- Dubois Integrity Academy","Female","*","*","*","358","*","*","*"
"7820617","State Charter Schools- Dubois Integrity Academy","Male","*","*","*","359","*","*","*"
"7820617","State Charter Schools- Dubois Integrity Academy","Total","*","*","*","717","*","*","*"
"7820618","State Charter Schools- Coastal Plains Charter High School - Candler Campus","Female","59","*","*","150","*","321","29"
"7820618","State Charter Schools- Coastal Plains Charter High School - Candler Campus","Male","43","*","*","164","*","262","*"
"7820618","State Charter Schools- Coastal Plains Charter High School - Candler Campus","Total","102","*","*","314","*","583","*"
"7830103","State Charter Schools II- Statesboro STEAM Academy","Female","*","*","*","*","*","61","*"
"7830103","State Charter Schools II- Statesboro STEAM Academy","Male","*","*","*","27","*","63","*"
"7830103","State Charter Schools II- Statesboro STEAM Academy","Total","*","*","*","*","*","124","*"
"7830210","State Charter Schools II- Pataula Charter Academy","Female","*","*","*","63","*","198","*"
"7830210","State Charter Schools II- Pataula Charter Academy","Male","16","*","*","90","*","178","*"
"7830210","State Charter Schools II- Pataula Charter Academy","Total","*","*","*","153","*","376","*"
"7830310","State Charter Schools II- Fulton Leadership Academy","Female","*","*","*","*","*","*","*"
"7830310","State Charter Schools II- Fulton Leadership Academy","Male","*","*","*","273","*","*","*"
"7830310","State Charter Schools II- Fulton Leadership Academy","Total","*","*","*","*","*","*","*"
"7830410","State Charter Schools II- Atlanta Heights Charter School","Female","18","*","*","349","*","*","*"
"7830410","State Charter Schools II- Atlanta Heights Charter School","Male","*","*","*","324","*","*","*"
"7830410","State Charter Schools II- Atlanta Heights Charter School","Total","*","*","*","673","*","*","*"
"7830610","State Charter Schools II- Coweta Charter Academy","Female","31","*","*","56","*","260","16"
"7830610","State Charter Schools II- Coweta Charter Academy","Male","20","*","*","64","*","274","18"
"7830610","State Charter Schools II- Coweta Charter Academy","Total","51","*","*","120","*","534","34"
"7830611","State Charter Schools II- Cirrus Charter Academy","Female","*","*","*","220","*","*","*"
"7830611","State Charter Schools II- Cirrus Charter Academy","Male","*","*","*","182","*","*","*"
"7830611","State Charter Schools II- Cirrus Charter Academy","Total","*","*","*","402","*","*","*"
"7830612","State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy","Female","*","*","*","31","*","123","*"
"7830612","State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy","Male","*","*","*","27","*","111","*"
"7830612","State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy","Total","*","*","*","58","*","234","*"
"7830613","State Charter Schools II- Brookhaven Innovation Academy","Female","50","*","*","72","*","79","19"
"7830613","State Charter Schools II- Brookhaven Innovation Academy","Male","50","*","*","69","*","100","17"
"7830613","State Charter Schools II- Brookhaven Innovation Academy","Total","100","*","*","141","*","179","36"
"7830614","State Charter Schools II- Liberty Tech Charter Academy","Female","16","*","*","55","*","124","*"
"7830614","State Charter Schools II- Liberty Tech Charter Academy","Male","15","*","*","57","*","121","*"
"7830614","State Charter Schools II- Liberty Tech Charter Academy","Total","31","*","*","112","*","245","*"
"7830615","State Charter Schools II- Genesis Innovation Academy for Boys","Female","*","*","*","*","*","*","*"
"7830615","State Charter Schools II- Genesis Innovation Academy for Boys","Male","18","*","*","247","*","*","*"
"7830615","State Charter Schools II- Genesis Innovation Academy for Boys","Total","*","*","*","*","*","*","*"
"7830616","State Charter Schools II- Genesis Innovation Academy for Girls","Female","*","*","*","240","*","*","*"
"7830616","State Charter Schools II- Genesis Innovation Academy for Girls","Male","*","*","*","*","*","*","*"
"7830616","State Charter Schools II- Genesis Innovation Academy for Girls","Total","*","*","*","*","*","*","*"
"7830617","State Charter Schools II- Resurgence Hall Charter School","Female","*","*","*","82","*","*","*"
"7830617","State Charter Schools II- Resurgence Hall Charter School","Male","*","*","*","82","*","*","*"
"7830617","State Charter Schools II- Resurgence Hall Charter School","Total","*","*","*","164","*","*","*"
"7830618","State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning","Female","28","*","*","40","*","215","*"
"7830618","State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning","Male","25","*","*","30","*","138","*"
"7830618","State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning","Total","53","*","*","70","*","353","*"
"7830619","State Charter Schools II- International Academy of Smyrna","Female","52","*","*","171","*","*","*"
"7830619","State Charter Schools II- International Academy of Smyrna","Male","45","*","*","150","*","*","*"
"7830619","State Charter Schools II- International Academy of Smyrna","Total","97","*","*","321","*","*","*"
"7830620","State Charter Schools II- International Charter Academy of Georgia","Female","*","*","21","*","*","*","20"
"7830620","State Charter Schools II- International Charter Academy of Georgia","Male","*","*","20","*","*","*","18"
"7830620","State Charter Schools II- International Charter Academy of Georgia","Total","*","*","41","*","*","*","38"
"7830621","State Charter Schools II- SLAM Academy of Atlanta","Female","*","*","*","27","*","*","*"
"7830621","State Charter Schools II- SLAM Academy of Atlanta","Male","*","*","*","32","*","*","*"
"7830621","State Charter Schools II- SLAM Academy of Atlanta","Total","*","*","*","59","*","*","*"
"784","Pelham City","Female","45","*","*","417","*","234","17"
"784","Pelham City","Male","41","*","*","420","*","234","*"
"784","Pelham City","Total","86","*","*","837","*","468","*"
"785","Rome City","Female","1037","*","94","1135","*","771","138"
"785","Rome City","Male","1189","*","86","1071","*","786","141"
"785","Rome City","Total","2226","*","180","2206","*","1557","279"
"786","Social Circle City","Female","25","*","16","169","*","586","32"
"786","Social Circle City","Male","44","*","*","206","*","621","19"
"786","Social Circle City","Total","69","*","*","375","*","1207","51"
"789","Thomasville City","Female","26","*","*","770","*","554","17"
"789","Thomasville City","Male","33","*","*","843","*","546","20"
"789","Thomasville City","Total","59","*","*","1613","*","1100","37"
"791","Trion City","Female","109","*","*","*","*","501","24"
"791","Trion City","Male","153","*","*","*","*","560","16"
"791","Trion City","Total","262","*","*","*","*","1061","40"
"792","Valdosta City","Female","280","*","50","3155","*","562","109"
"792","Valdosta City","Male","286","*","63","3166","*","617","113"
"792","Valdosta City","Total","566","*","113","6321","*","1179","222"
"793","Vidalia City","Female","99","*","*","605","*","524","46"
"793","Vidalia City","Male","81","*","*","655","*","490","46"
"793","Vidalia City","Total","180","*","*","1260","*","1014","92"
"7991893","N/A","Female","25","*","*","39","*","*","*"
"7991893","N/A","Male","23","*","*","56","*","16","*"
"7991893","N/A","Total","48","*","*","95","*","*","*"
"7991894","N/A","Female","*","*","*","16","*","15","*"
"7991894","N/A","Male","*","*","*","33","*","22","*"
"7991894","N/A","Total","*","*","*","49","*","37","*"
"7991895","N/A","Female","*","*","*","*","*","*","*"
"7991895","N/A","Male","*","*","*","15","*","17","*"
"7991895","N/A","Total","*","*","*","*","*","*","*"
"891","Department of Juvenile Justice","Female","*","*","*","37","*","*","*"
"891","Department of Juvenile Justice","Male","21","*","*","328","*","69","*"
"891","Department of Juvenile Justice","Total","*","*","*","365","*","*","*"
